slug,year,start,end,attendance,country,region,country_code,organiser,organiser_web_domain,organiser_top_level_web_domain,organiser_normalised_name,organiser_common_name,organiser_country_code,venue,address,longitude,latitude,workshop_type,workshop_subtype,workshop_status,tags,website_url,workshop_domains
2021-05-21-standrews-online,2021.0,2021-05-21,2021-05-28,0,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews (online),online,-2.793301,56.341246,SWC,,,"['automated-email', 'SWC', 'online']",https://starescomp.github.io/2021-05-21-standrews-online/,
2019-04-23-Edinburgh-Dc-Genomics,2019.0,2019-04-23,2019-05-01,30,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"JCMB 4325C (Kings Buildings), Peter Guthrie Tait Road, Edinburgh, EH9 3FD",-3.1745378524977736,55.92184097130789,DC,Pilot,,"['DC', 'Pilot']",https://edcarp.github.io/2019-04-23-Edinburgh-Dc-Genomics/,
2019-02-14-elixir-milano,2019.0,2019-02-14,2019-02-15,0,Italy,Eastern,IT,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,University Milano-Bicocca,"U7 building, Via Bicocca degli Arcimboldi, 8, Milano",9.213410000000001,45.51729,DC,,,['DC'],https://anacost.github.io/2019-02-14-elixir-milano/,
2017-07-19-imperial,2017.0,2017-07-19,2017-07-20,24,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"Royal School of Mines 3.38, South Kensington campus, London",-0.176343,51.499708,SWC,,,['SWC'],https://mkuzak.github.io/2017-07-19-imperial/,
2017-10-12-london,2017.0,2017-10-12,2017-10-13,18,United Kingdom,London,GB,The Francis Crick Institute,crick.ac.uk,crick.ac.uk,THE FRANCIS CRICK INSTITUTE,Francis Crick Institute,GB,The Francis Crick Institute,"1 Midland Rd, Kings Cross, London NW1 1AT",-0.12825,51.53183,SWC,,,['SWC'],https://psipred.github.io/2017-10-12-crick_institute/,
2016-12-13-UCL_software_carpentry,2016.0,2016-12-13,2016-12-14,20,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"ISD training room B07; 1-19 Torrington Place, WC1E 7HB",-0.134323,51.521869,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2016-12-13-UCL_software_carpentry/,
2017-10-12-oxford-swc,2017.0,2017-10-12,2017-10-13,15,United Kingdom,South East,GB,School of Anthropology and Museum Ethnography,anthro.ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"Oxford e-Research Centre (7 Keble Road ,Oxford, OX1 3QG)",-1.258617,51.760053000000006,SWC,,,['SWC'],https://kpoterlowicz.github.io/2017-10-12-oxford-swc/,
2020-10-19-edinburgh-online,2020.0,2020-10-19,2020-10-22,0,United Kingdom,Scotland,GB,Edinburgh Parallel Computing Centre,epcc.ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"EPCC, The University of Edinburgh (online)",online,-3.188111,55.948003,DC,,,"['online', 'DC']",https://archer2-hpc.github.io/2020-10-19-edinburgh-online/,
2021-03-15-unix-KCL,2021.0,2021-03-15,2021-03-19,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London,MS Teams,-0.087732,51.507877,,Circuits,,"['Circuits', 'online', 'automated-email']",https://rociotmartinez.github.io/2021-03-15-unix-KCL/,
2015-11-09-manchester,2015.0,2015-11-09,2015-11-10,9,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"PC Cluster 2 bay D, Stopford Building, Oxford Road, Manchester, M13 9PT",-2.230779,53.464141000000005,SWC,,,['SWC'],https://anenadic.github.io/2015-11-09-manchester/,
2019-02-21-manchester,2019.0,2019-02-21,2019-02-22,11,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University Of Manchester,"C24, Sackville Street Building, Granby Row, Manchester, UK",-2.23603,53.47634,SWC,,,['SWC'],https://uomresearchit.github.io/2019-02-21-manchester,
2016-05-16-CAM,2016.0,2016-05-16,2016-05-16,34,United Kingdom,Eastern,GB,University of Cambridge,cam.ac.uk,cam.ac.uk,UNIVERSITY OF CAMBRIDGE,University of Cambridge,GB,University of Cambridge,"Bioinformatics Training Room, Craik-Marshall Building, Downing Site",0.12251400000000001,52.201951,DC,,,['DC'],http://lgatto.github.io/2016-05-16-CAM/,
2016-10-05-nottingham,2016.0,2016-10-05,2016-10-06,21,United Kingdom,East Midlands,GB,University of Nottingham,nottingham.ac.uk,nottingham.ac.uk,"UNIVERSITY OF NOTTINGHAM, THE",University of Nottingham,GB,University of Nottingham,"Room B09, Sutton Bonington Campus, University of Nottingham, Loughborough, LE12 5RD, UK",-1.250765,52.831714,SWC,,,['SWC'],https://anenadic.github.io/2016-10-05-nottingham/,
2018-10-24-ugent,2018.0,2018-10-24,2018-10-25,31,Belgium,Eastern,BE,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,University of Ghent,"Room: Vergaderzaal B0.1, Campus Coupure, Coupure Links 653, 9000 Gent, Belgium",3.7089589999999997,51.052779,SWC,,,['SWC'],https://orchid00.github.io/2018-10-24-ugent/,
2018-11-30-Manchester,2018.0,2018-11-30,2018-11-30,29,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,The University of Manchester Library,"Teaching suite 4.1,The University of Manchester Library, Oxord road, Manchester, M13 9PP",-2.23743,53.48095,LC,,,['LC'],https://uom-nilani.github.io/2018-11-30-Manchester/,
2018-04-23-Imperial,2018.0,2018-04-23,2018-04-24,0,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"CDT space, Central Library level 4, access from the 2nd floor of Sherfield building (SW corner, towards the Great Hall, follow the signs to Software Carpentry), South Kensington Campus, Imperial College London, SW7 2AZ",-0.174877,51.4988,SWC,,,['SWC'],https://kmichali.github.io/2018-04-23-Imperial/,
2021-05-12-KCL-online,2021.0,2021-05-12,2021-05-26,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London (online),online,-0.089539,51.503285999999996,,Circuits,,"['online', 'Circuits', 'automated-email']",https://kcl-carpentries.github.io/2021-05-12-KCL-online/,
2017-03-30-manchester,2017.0,2017-03-30,2017-03-31,14,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,"Cathie Marsh Institute for Social Research, University of Manchester","HBS Basement Lab, School of Social Sciences, Humanities Bridgeford St. Building, Manchester, M13 9PL",-2.23654,53.466657,DC,,,['DC'],https://anenadic.github.io/2017-03-30-manchester/,
2012-07-10-ral,2012.0,2012-07-10,2012-07-12,24,United Kingdom,South East,GB,Science and Technology Facilities Council,stfc.ac.uk,stfc.ac.uk,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,STFC,GB,Rutherford Appleton Laboratory, ,-1.314722,51.573333,SWC,,,['SWC'], ,
2019-05-13-Ghent,2019.0,2019-05-13,2019-05-14,0,Belgium,Eastern,BE,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,ELIXIR-BE,"Overwale 3, 9000 Gent. Clemenspoort: Zaal Neumann",3.70654,51.033718,DC,Pilot,,"['DC', 'Pilot']",https://elixir-belgium.github.io/2019-05-13-Ghent/,
2017-10-30-imperial-ttt,2017.0,2017-10-30,2017-10-31,21,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"Kensington, London SW7 2AZ",-0.17678670000000002,51.498846,TTT,,,['TTT'],https://arctraining.github.io/2017-10-30-imperial-ttt/,
2017-12-04-standrews,2017.0,2017-12-04,2017-12-06,17,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews,Room TBC,-2.809338,56.34124,SWC,,,['SWC'],https://starescomp.github.io/2017-12-04-standrews/,
2018-03-20-ttt-online,2018.0,2018-03-20,2018-03-21,11,United Kingdom,Scotland,GB,SSI Software Sustainability Institute,software.ac.uk,software.ac.uk,THE SOFTWARE SUSTAINABILITY INSTITUTE,Software Sustainability Institute,GB,Internet,Internet,-123.39333300000001,-48.876667,TTT,,,"['TTT', 'online']",https://anenadic.github.io/2018-03-20-ttt-online-UK/,
2013-12-16-dundee,2013.0,2013-12-16,2013-12-17,32,United Kingdom,Scotland,GB,University of Dundee,dundee.ac.uk,dundee.ac.uk,UNIVERSITY OF DUNDEE,University of Dundee,GB,University of Dundee,"College of Life Sciences, University of Dundee, Dundee DD1 5EH",-2.97,56.464,SWC,,,['SWC'],https://davidmam.github.io/2013-12-16-dundee/,
2017-04-20-leeds,2017.0,2017-04-20,2017-04-21,25,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,University of Leeds,"School of Mechanical Engineering (5th floor cluster, room 5.34), Woodhouse Lane, Leeds, LS2 9JT",-1.555563,53.809847,SWC,,,['SWC'],https://arcleeds.github.io/2017-04-20-leeds/,
2018-11-07-UCL_software_carpentry,2018.0,2018-11-07,2018-11-08,0,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Christopher Ingold Building, Cluster Room G20, 20 Gordon Street, London WC1H 0AJ",-0.132326449,51.52538039,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2018-11-07-UCL_software_carpentry/,
2019-02-07-swansea,2019.0,2019-02-07,2019-02-08,0,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,"The Boardroom, Computational Foundry","Room 401, Computational Foundry, Swansea University, Bay Campus, Fabian Way, Swansea SA1 8EN",-3.878851,51.619129,DC,,,['DC'],https://sa2c.github.io/dc-swansea-february-2019/,
2018-01-25-swansea,2018.0,2018-01-25,2018-01-26,35,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,Swansea University,"Room 218, Wallace Building, Swansea University, Singleton Park, Sketty, Swansea SA2 8PP",-3.981289,51.608948999999996,SWC,,,['SWC'],https://kkwakwa.github.io/2018-01-25-swansea/,
2021-04-14-KCL-IntroR-online,2021.0,2021-04-14,2021-04-28,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London,Online,-0.089539,51.503285999999996,SWC,,,"['online', 'SWC', 'automated-email']",https://kcl-carpentries.github.io/2021-04-14-KCL-IntroR-online/,
2019-06-06-elixir-bsc,2019.0,2019-06-06,2019-06-07,0,Spain,Eastern,ES,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,Elixir-CNIO,"Melchor Fernández Almagro, 3. 28029 Madrid",-3.6960910000000005,40.476688,SWC,,,['SWC'],https://mariakotouza.github.io/2019-06-06-elixir-bsc/,
2020-09-21-RAL,2020.0,2020-09-21,2020-09-22,0,United Kingdom,North West,GB,Science and Technology Facilities Council,stfc.ac.uk,stfc.ac.uk,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,STFC,GB,"Rutherford Appleton Laboratory, STFC (online)",online,-2.636473,53.348725,,Circuits,,"['Circuits', 'online']",https://esl-lewis.github.io/2020-09-21-RAL/,
2016-03-10-CDT-reg-medicine,2016.0,2016-03-10,2016-03-11,10,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,"EPSRC & MRC Centre for Doctoral Training in Regenerative Medicine, University of Manchester","Room C24, Sackville St Building, Sackville Street, Manchester",-2.234798,53.47614,SWC,,,['SWC'],http://softwaresaved.github.io/2016-03-10-CDT-reg-medicine,
2018-07-26-python,2018.0,2018-07-26,2018-07-27,20,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,Sportex G84,-1.936395,52.448434,SWC,,,['SWC'],https://bham-carpentries.github.io/2018-07-26-python/,
2017-04-27-UCL_software_carpentry,2017.0,2017-04-27,2017-04-28,24,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL,"B29 Public Cluster, Foster Court",-0.1322543377688934,51.52367523676716,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2017-04-27-UCL_software_carpentry/,
2015-09-21-ttt-icl,2015.0,2015-09-21,2015-09-22,14,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,school of mines building imperial college london prince consort road,-0.17720999999999998,51.499845,TTT,,,['TTT'],,
2019-06-03-bham,2019.0,2019-06-03,2019-06-04,17,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,Murray Learning Centre UG07 (3rd) and UG08 (4th),-1.935646,52.45069300000001,SWC,,,['SWC'],https://bham-carpentries.github.io/2019-06-03-bham/,
2018-01-11-oxford,2018.0,2018-01-11,2018-01-11,0,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"Meeting Room L1Ax, BDI Building, Old Road Campus, Headington",-1.214858,51.752771,SWC,Circuits,,"['SWC', 'Circuits']",https://verdurin.github.io/2018-01-11-lindgren-python/,
2016-06-07-TGAC,2016.0,2016-06-07,2016-06-08,16,United Kingdom,Eastern,GB,The Genome Analysis Centre,tgac.ac.uk,tgac.ac.uk,THE GENOME ANALYSIS CENTRE,TGAC,GB,Earlham Institute,"Darwin Room, Norwich Research Park, Norwich, NR4 7UH",1.2183423,52.62173000000001,SWC,,,['SWC'],http://tgac.github.io/2016-06-07-TGAC/,
2019-09-04-edinburgh-swc,2019.0,2019-09-04,2019-09-05,30,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Teaching Studio 3217, James Clerk Maxwell Building, Peter Guthrie Tait Road, Edinburgh",-3.173591,55.921711,SWC,,,['SWC'],https://edcarp.github.io/2019-09-04-edinburgh-swc/,
2019-12-04-swansea,2019.0,2019-12-04,2019-12-05,0,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,"Singleton Campus, Swansea University","Room 516, Vivian Tower, Swansea University, Singleton Park, Swansea",-3.9823230000000005,51.609054,DC,,,['DC'],https://sa2c.github.io/2019-12-04-swansea,
2021-03-03-KCL-OpenRefine,2021.0,2021-03-03,2021-03-03,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,"Online, via MSTeams",King's College London,-0.11691199999999999,51.510734,,Circuits,,"['Circuits', 'automated-email', 'online']",https://swc-kcl-london-03-2021.github.io/2021-03-03-KCL-OpenRefine/,
2020-11-06-standrews,2020.0,2020-11-06,2020-11-13,0,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews,Microsoft Teams,-2.793284,56.341221,SWC,,,"['SWC', 'online']",https://starescomp.github.io/2020-11-06-standrews/,
2019-04-01-bham,2019.0,2019-04-01,2019-04-01,26,United Kingdom,West Midlands,GB,University of Birmingham,birmingham.ac.uk,birmingham.ac.uk,UNIVERSITY OF BIRMINGHAM,University of Birmingham,GB,University of Birmingham,Murray Learning Centre - LG13,-1.9356966,52.45068727,SWC,,,['SWC'],https://bham-carpentries.github.io/2019-04-01-bham/,
2014-05-08-soton,2014.0,2014-05-08,2014-05-09,39,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,National Oceanography Centre,"Waterfront Campus, European Way, Southampton, Hampshire, SO14 3ZH",-1.39494,50.893131,SWC,,,['SWC'],https://DevasenaInupakutika.github.io/2014-05-08-soton/,
2020-02-25-cardiff,2020.0,2020-02-25,2020-02-26,0,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,Cardiff,"Mercure Hotel, Newport Road, Cardiff",-3.167152,51.483926000000004,SWC,,,['SWC'],https://edbennett.github.io/2020-02-25-cardiff,
2020-11-18-KCL,2020.0,2020-11-18,2020-12-16,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London (online),online,-0.11691199999999999,51.510734,,Circuits,,"['online', 'Circuits']",https://alesssia.github.io/2020-11-180-KCL/,
2019-09-25-UCL_software_carpentry,2019.0,2019-09-25,2019-09-26,35,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Lab 1, Physics Building, University College London, WC1E 6BT",-0.133241,51.525434999999995,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2019-09-25-UCL_software_carpentry/,
2013-09-27-ucl,2013.0,2013-09-27,2013-09-28,32,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,University College London,-0.13404000000000002,51.524559,SWC,,,['SWC'],http://cannot.find.url/2013-09-27-ucl/,
2019-01-22-SWC,2019.0,2019-01-22,2019-01-23,15,United Kingdom,Eastern,GB,Earlham Institute,earlham.ac.uk,earlham.ac.uk,EARLHAM INSTITUTE,Earlham Institute,GB,Earlham Institute,"Norwich Research Park, Norwich, NR4 7UZ",1.218987,52.621741,SWC,,,['SWC'],https://tgac.github.io/2019-01-23-earlham/,
2019-11-19-southampton-swc,2019.0,2019-11-19,2019-11-19,0,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,Astronomy & Astrophysics,"Seminar Room, Building 46",-1.39595,50.93463,SWC,Circuits,,"['SWC', 'Circuits']",https://southampton-rsg.github.io/2019-11-19-southampton-swc/,
2020-07-06-Genesis,2020.0,2020-07-06,2020-07-10,0,United Kingdom,North East,GB,Newcastle University,ncl.ac.uk,ncl.ac.uk,NEWCASTLE UNIVERSITY,University of Newcastle Upon Tyne,GB,Newcastle University (online),online,-1.6157270000000001,54.980327,SWC,,,"['SWC', 'online']",https://jsteyn.github.io/2020-07-06-Genesis/,
2017-01-18-CAM,2017.0,2017-01-18,2017-01-19,37,United Kingdom,Eastern,GB,University of Cambridge,cam.ac.uk,cam.ac.uk,UNIVERSITY OF CAMBRIDGE,University of Cambridge,GB,University of Cambridge,"Bioinformatics Training Room, Craik-Marshall Building, Downing Site",0.12251400000000001,52.201951,DC,,,['DC'],https://lgatto.github.io/2017-01-18-CAM/,
2020-04-16-sfc-online,2020.0,2020-04-16,2020-04-17,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,Internet,Internet,-123.39333300000001,-48.876667,DC,,,"['DC', 'online']",https://edcarp.github.io/2020-04-16-sfc-online/,
2019-11-18-manchester,2019.0,2019-11-18,2019-11-19,0,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"Stopford Building G.321 PC Cluster 2C, University of Manchester, Oxford Rd, Manchester M13 9PL",-2.230456,53.464003000000005,SWC,,,['SWC'],https://uomresearchit.github.io/2019-11-18-manchester/,
2020-02-10-turing,2020.0,2020-02-10,2020-02-11,0,United Kingdom,London,GB,Alan Turing Institute,turing.ac.uk,turing.ac.uk,THE ALAN TURING INSTITUTE,Alan Turing Institute,GB,"Software Carpentry Workshop, The Alan Turing Institute","British Library, 96 Euston Road, London, NW1 2DB",-0.1271,51.5302,SWC,,,['SWC'],https://alan-turing-institute.github.io/2020-02-10-turing/,
2017-11-06-manchester,2017.0,2017-11-06,2017-11-07,15,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"PC Cluster 1, Stopford Building, 99 Oxford Rd, Manchester M13 9PG",-2.2296408,53.464090399999996,SWC,,,['SWC'],https://njall.github.io/2017-11-06-manchester/,
2020-04-30-southamton-online,2020.0,2020-04-30,2020-04-30,0,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,Online Zoom,,-1.395675,50.93418,SWC,Circuits,,"['SWC', 'online', 'Circuits']",https://softwaresaved.github.io/2020-04-30-ramp-swc/,
2013-12-12-glasgow,2013.0,2013-12-12,2013-12-12,43,United Kingdom,Scotland,GB,Scottish Universities Physics Alliance,supa.ac.uk,supa.ac.uk,,,GB,University of Glasgow,"Room 320, Kelvin Building",-4.29155,55.87185,SWC,,,['SWC'],https://bendmorris.github.io/2013-12-12-glasgow/,
2021-05-14-ansys-online,2021.0,2021-05-14,2021-05-14,0,,London,,"Ansys, Europe, Middle East and Africa - Field Engineering Services",ansys.com,ansys.com,ANSYS INC.,Ansys,GB,Ansys (online),online,-0.128404328,51.51805448,,Circuits,,"['automated-email', 'private-event', 'online', 'Circuits']",https://jgd10.github.io/2021-05-14-ansys-online/,
2018-05-14-edinburgh,2018.0,2018-05-14,2018-05-15,25,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Room EW06/07, Argyle House, Lady Lawson Street, Edinburgh",-3.2032138999999997,55.9465787,LC,,,['LC'],https://jezcope.github.io/2018-05-14-edinburgh/,
2019-01-22-ttt-online-westeurope,2019.0,2019-01-22,2019-01-23,15,United Kingdom,,GB,Instructor Training,carpentries.org,carpentries.org,,,,Internet,Internet,-123.39333300000001,-48.876667,TTT,,,"['TTT', 'online']",https://annefou.github.io/2019-01-22-ttt-online-westeurope/,
2014-06-25-Reading,2014.0,2014-06-25,2014-06-26,27,United Kingdom,South East,GB,University of Reading,reading.ac.uk,reading.ac.uk,UNIVERSITY OF READING,University of Reading,GB,University of Reading,"Department of Meteorology, Whiteknights, Earley Gate,Reading, RG6 7BE, Berkshire",-0.9456,51.4419,SWC,,,['SWC'],https://DevasenaInupakutika.github.io/2014-06-25-Reading/,
2016-06-09-Belfast,2016.0,2016-06-09,2016-06-10,26,United Kingdom,Northern Ireland,GB,Queen's University Belfast,qub.ac.uk,qub.ac.uk,QUEEN'S UNIVERSITY OF BELFAST,The Queen's University of Belfast,GB,The Queen's University Belfast,"Teaching Room 1, Medical Biology Centre (Teaching Centre), Queen's University Belfast",-5.934049,54.584408999999994,SWC,,,['SWC'],http://hpcarcher.github.io/2016-06-09-Belfast/,
2020-12-07-NCL-SWC-ONLINE,2020.0,2020-12-07,2020-12-11,0,United Kingdom,North East,GB,Newcastle University,ncl.ac.uk,ncl.ac.uk,NEWCASTLE UNIVERSITY,University of Newcastle Upon Tyne,GB,University of Newcastle,online,-1.6157270000000001,54.980327,SWC,,,"['online', 'SWC']",https://nclrse-training.github.io/2020-12-07-NCL-SWC-ONLINE/,
2020-05-20-swansea,2020.0,2020-05-20,2020-05-21,0,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,"Singleton Campus, Swansea University","Room 516, Vivian Tower, Swansea University, Singleton Park, Swansea",-3.9823230000000005,51.609054,SWC,,,['SWC'],https://sa2c.github.io/2020-05-20-swansea,
2017-10-16-Glasgow,2017.0,2017-10-16,2017-10-17,20,United Kingdom,Scotland,GB,University of Glasgow,gla.ac.uk,gla.ac.uk,UNIVERSITY OF GLASGOW,University of Glasgow,GB,"University of Glasgow, Future of Computational Science Event","Level 5, School of Computing Science, Sir Alwyn Williams Building, University of Glasgow, Glasgow, G12 8QQ",-4.291815,55.87389,SWC,,,['SWC'],https://hpcarcher.github.io/2017-10-16-Glasgow/,
2019-09-25-ttt-leeds,2019.0,2019-09-25,2019-09-26,0,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,The University of Leeds,"Emmanuel Centre seminar room 11, 1a Cavendish Rd, Leeds LS2 3AR",-1.552273,53.80719499999999,TTT,,,['TTT'],https://arctraining.github.io/2019-09-25-ttt-leeds/,
2019-01-23-edinburgh-geosc-sc,2019.0,2019-01-23,2019-01-24,22,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"University of Edinburgh, GeoSciences (Drummond St)","Room 2.02, Old Infirmary (Geography), 1 Drummond Street, Edinburgh, EH8 9XP",-3.183886,55.948253,SWC,,,['SWC'],https://edcarp.github.io/2019-01-23-edinburgh-geosc-sc/,
2018-05-03-KCL,2018.0,2018-05-03,2018-05-04,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London,"King's College London Guy's Campus, London, SE1 3RR",-0.08779400000000001,51.504001,DC,,,['DC'],https://kpoterlowicz.github.io/2018-05-03-KCL/,
2019-07-09-rslondon,2019.0,2019-07-09,2019-07-10,21,United Kingdom,London,GB,Queen Mary University London,qmul.ac.uk,qmul.ac.uk,QUEEN MARY UNIVERSITY OF LONDON,"Queen Mary and Westfield College, University of London",GB,Research Software London (hosted at Queen Mary University of London),"Room W207, Queens' Building, Mile End Campus, Queen Mary University of London, Mile End Road, London, E1 4NS",-0.040492,51.523351,SWC,,,['SWC'],https://rslondon.github.io/2019-07-09-rslondon/,
2017-08-01-southampton-dc,2017.0,2017-08-01,2017-08-02,46,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,University of Southampton,"Room 2207/2209, Building 85 (Biological Sciences Building)",-1.395341,50.936484,DC,,,['DC'],https://southampton-rsg.github.io/2017-08-01-southampton-dc/,
